Prompt,Response
"Instruction: For each of the below questions, only output the option index as the answer. Return the answers as a csv <Question No., Option Index>
Question 735: वह बदमाश सबको आसानी से मार रहा है।  
Options:
0) वह बदमाश सबको आसानी से मार नहीं पा रहा है।  
1) वह बदमाश सबको हीरे-सोने की तरह काट रहा है। 

Question 736: वह बहुत गुस्से में है। 
Options:
0) वह बहुत प्यार बाँट रहा है। 
1) उसके ऊपर खून सवार है। 

Question 737: वह बहुत गुस्से में है। 
Options:
0) वह बहुत प्यार बाँट रहा है। 
1) उसके ऊपर अमृत सवार है। 

Question 738: धीरज कामचोर है, उसने कुछ नहीं किया। 
Options:
0) धीरज मेहनती है, उसने बहुत कुछ किया। 
1) धीरज काम से ख्याली पुलाओ बना रहा है। 

Question 739: धीरज कामचोर है, उसने कुछ नहीं किया। 
Options:
0) धीरज मेहनती है, उसने बहुत कुछ किया। 
1) धीरज काम से सूंदर मकान बना रहा है। 

Question 740: शंकर बहुत ज्ञान की बातें करता है। 
Options:
0) शंकर बहुत बुरी बातें करता है। 
1) शंकर ऐसे बात करता है जैसे वो भगवान हो। 

Question 741: शंकर बहुत ज्ञान की बातें करता है। 
Options:
0) शंकर बहुत बुरी बातें करता है। 
1) शंकर ऐसे बात करता है जैसे वो शैतान हो। 

Question 742: मुझे तंग मत करो। 
Options:
0) मेरा सामान मत लिजाओ। 
1) मेरी खोपड़ी मत खाओ, जाओ यहाँ से।

Question 743: मुझे तंग मत करो। 
Options:
0) मेरा सामान मत लिजाओ। 
1) मेरी सब्जी मत खाओ, जाओ यहाँ से।

Question 744: शौकत हरीश का सच्चा दोस्त था।  
Options:
0) शौकत हरीश का दुश्मन था।  
1) शौकत हरीश के गले का हार था। 

Question 745: शौकत हरीश का सच्चा दोस्त था।  
Options:
0) शौकत हरीश का दुश्मन था।  
1) शौकत हरीश के गले का फंदा था। 

Question 746: नुकसान के बाद उसकी चर्चा से सिर्फ समय बर्बाद होगा। 
Options:
0) नुकसान के बाद अपने घर को और बर्बाद मत करो।  
1) जो हुआ सो हुआ, अब गड़े मुर्दे उखारने से क्या लाभ?

Question 747: नुकसान के बाद उसकी चर्चा से सिर्फ समय बर्बाद होगा। 
Options:
0) नुकसान के बाद अपने घर को और बर्बाद मत करो।  
1) जो हुआ सो हुआ, अब पेड़ उखारने से क्या लाभ?

Question 748: मुंशी ने सेठ के सारा हिसाब-किताब ख़राब कर दिया। 
Options:
0) मुंशी ने सेठ के सारा हिसाब-किताब सुधार दिया। 
1) मुंशी ने सेठ के सारे हिसाब-किताब का फूटबाल सा गोलमाल बना दिया। 

Question 749: मुंशी ने सेठ के सारा हिसाब-किताब ख़राब कर दिया। 
Options:
0) मुंशी ने सेठ के सारा हिसाब-किताब सुधार दिया। 
1) मुंशी ने सेठ के सारे हिसाब-किताब का स्केल सा सीधा कर दिया। 
","735, 1
736, 1
737, 1
738, 1
739, 1
740, 1
741, 1
742, 1
743, 1
744, 0
745, 0
746, 1
747, 1
748, 1
749, 1"
"Instruction: For each of the below questions, only output the option index as the answer. Return the answers as a csv <Question No., Option Index>
Question 750: पैसा आता जाता रहता है। 
Options:
0) पैसा एक बार आये तो जाता नहीं है। 
1) पैसा हाथो की मैल है। 

Question 751: पैसा आता जाता रहता है। 
Options:
0) पैसा एक बार आये तो जाता नहीं है। 
1) पैसा हाथो की रेखा है। 

Question 752: उसकी बात समझ आ गई। 
Options:
0) उसकी बात समझ नहीं आई। 
1) उसने टीचर की तरह बात समझाई। 

Question 753: उसकी बात समझ आ गई। 
Options:
0) उसकी बात समझ नहीं आई। 
1) उसने हलवाई की तरह बात समझाई। 

Question 754: शांतिप्रसाद इतना काम करता है की एक दिन ख़त्म हो जायेगा।  
Options:
0) शांतिप्रसाद जितना काम करता है उतना निखर रहा है। 
1) शांतिप्रसाद साबुन की तरह काम करते हैं। 

Question 755: शांतिप्रसाद इतना काम करता है की एक दिन ख़त्म हो जायेगा।  
Options:
0) शांतिप्रसाद जितना काम करता है उतना निखर रहा है। 
1) शांतिप्रसाद हीरे की तरह काम करते हैं। 

Question 756: उसकी शादी में बहुत ज्यादा बाराती आये थे। 
Options:
0) उसकी शादी में बहुत कम बाराती आये थे। 
1) उसकी शादी में बाराती मधुमखी के झुंड से आये थे। 

Question 757: उसकी शादी में बहुत ज्यादा बाराती आये थे। 
Options:
0) उसकी शादी में बहुत कम बाराती आये थे। 
1) उसकी शादी में बाराती हाथिओं के झुंड से आये थे। 

Question 758: मेला बहुत मजेदार था। 
Options:
0) मेला मजेदार मगर बहुत फैला हुआ था।  
1) मेले में हलवे सा आनंद था। 

Question 759: मेला बहुत मजेदार था। 
Options:
0) मेला मजेदार मगर बहुत फैला हुआ था।  
1) मेले में नूडल्स सा आनंद था। 

Question 760: परांठा बहुत स्वादिष्ट है। 
Options:
0) परांठा बहुत समान्य है। 
1) परांठा तो पिज़्ज़े की तरह है। 

Question 761: परांठा बहुत स्वादिष्ट है। 
Options:
0) परांठा बहुत समान्य है। 
1) परांठा तो दाल की तरह है। 

Question 762: उसके चित्र में ख़ुशी की अनुभूति थी। 
Options:
0) उसके चित्र में डर की अनुभूति थी। 
1) उसके चित्र में मधु सा आनंद था। 

Question 763: उसके चित्र में ख़ुशी की अनुभूति थी। 
Options:
0) उसके चित्र में डर की अनुभूति थी। 
1) उसके चित्र जंगल सा आनंद था। 

Question 764: बच्चो ने बहुत अच्छा प्रदर्शन किया।  
Options:
0) बच्चो ने बहुत बुरा प्रदर्शन किया।  
1) बच्चो ने झरने सा प्रदर्शन किया।  
","750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,1
764,1"
"Instruction: For each of the below questions, only output the option index as the answer. Return the answers as a csv <Question No., Option Index>
Question 765: बच्चो ने बहुत अच्छा प्रदर्शन किया।  
Options:
0) बच्चो ने बहुत बुरा प्रदर्शन किया।  
1) बच्चो ने जानवरों सा प्रदर्शन किया।  

Question 766: राधिका से स्कूल में सब प्यार करते हैं। 
Options:
0) राधिका से स्कूल में सब नफरत करते हैं। 
1) राधिका स्कूल की परी है। 

Question 767: राधिका से स्कूल में सब प्यार करते हैं। 
Options:
0) राधिका से स्कूल में सब नफरत करते हैं। 
1) राधिका स्कूल की चुड़ैल है। 

Question 768: वह सवाल बहुत मुश्किल था। 
Options:
0) वह सवाल बहुत आसान था। 
1) वह सवाल हिमालय चढ़ने जैसा था। 

Question 769: वह सवाल बहुत मुश्किल था। 
Options:
0) वह सवाल बहुत आसान था। 
1) वह सवाल मंदिर की सीढ़िया चढ़ने जैसा था। 

Question 770: वह बिना सोचे समजे पैसा खर्चता है। 
Options:
0) वह बहुत सोच समज कर पैसा खर्चता है। 
1) उस आदमी पानी की तरह पैसा बहाता है। 

Question 771: वह बिना सोचे समजे पैसा खर्चता है। 
Options:
0) वह बहुत सोच समज कर पैसा खर्चता है। 
1) उस आदमी गंगा जल की तरह पैसा बहाता है। 

Question 772: रेस जीत कर अदिती बहुत खुश हुई। 
Options:
0) रेस जीत कर भी अदिती बहुत खुश नहीं हुई। 
1) अदिती ने रेस जीतने के बाद घी के दीये जलाये। 

Question 773: रेस जीत कर अदिती बहुत खुश हुई। 
Options:
0) रेस जीत कर भी अदिती बहुत खुश नहीं हुई। 
1) अदिती ने रेस जीतने के बाद घासलेट के दीये जलाये। 

Question 774: होटल का खाना मीठा था। 
Options:
0) होटल का खाना खटा था। 
1) होटल का खाना चॉक्लेट की तरह था। 

Question 775: होटल का खाना मीठा था। 
Options:
0) होटल का खाना खटा था। 
1) होटल का खाना इमली की तरह था। 

Question 776: उसने बड़ा मुश्किल काम किया। 
Options:
0) उसने बड़ा आसान काम किया। 
1) उसने समुन्दर में मछली पकड़ने जैसा काम किया।  

Question 777: उसने बड़ा मुश्किल काम किया। 
Options:
0) उसने बड़ा आसान काम किया। 
1) उसने तालाब में पक्षी पकड़ने जैसा काम किया।  

Question 778: राजेश ने बुरा काम कर के देश का नाम फैला दिया। 
Options:
0) राजेश ने अच्छा काम कर के देश का नाम रोशन किया। 
1) राजेश ने चोरी कर देश का नाम कर दिया। 

Question 779: राजेश ने बुरा काम कर के देश का नाम फैला दिया। 
Options:
0) राजेश ने अच्छा काम कर के देश का नाम रोशन किया। 
1) राजेश ने जीत कर देश का नाम कर दिया। 
","765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1"
"Instruction: For each of the below questions, only output the option index as the answer. Return the answers as a csv <Question No., Option Index>
Question 780: लड़की की टाँगे बहुत पतली थीं। 
Options:
0) लड़की की टाँगे बहुत मोटी थीं। 
1) लड़की की टाँगे लकड़ी जैसी थी। 

Question 781: लड़की की टाँगे बहुत पतली थीं। 
Options:
0) लड़की की टाँगे बहुत मोटी थीं। 
1) लड़की की टाँगे हथनी जैसी थी। 

Question 782: ज़िन्दगी बहुत अच्छी गुजर रही है। 
Options:
0) ज़िन्दगी में थोड़ी ख़ुशी थोड़ा गम है। 
1) ज़िन्दगी में कलाकंद सा स्वाद है। 

Question 783: ज़िन्दगी बहुत अच्छी गुजर रही है। 
Options:
0) ज़िन्दगी में थोड़ी ख़ुशी थोड़ा गम है। 
1) ज़िन्दगी में आमपापड़ सा स्वाद है।

Question 784: उसमें इतनी ताकत नहीं है। 
Options:
0) उसमें बहुत ताकत है। 
1) बाँस से ताकत है उसमें। 

Question 785: उसमें इतनी ताकत नहीं है। 
Options:
0) उसमें बहुत ताकत है। 
1) रॉड से ताकत है उसमें।

Question 786: श्रीकृष्ण के युग में सब खुश थे। 
Options:
0) श्रीकृष्ण के युग में सब दुखी थे। 
1) श्रीकृष्ण के युग में हमारे देश में घी-दूध की नदियाँ बहती थीं।

Question 787: श्रीकृष्ण के युग में सब खुश थे। 
Options:
0) श्रीकृष्ण के युग में सब दुखी थे। 
1) श्रीकृष्ण के युग में हमारे देश में शराब की नदियाँ बहती थीं।

Question 788: पण्डितजी का लड़का बुद्धू है। 
Options:
0) पण्डितजी का लड़का बुद्धिमान है। 
1) पण्डितजी का लड़का जैसे चिराग तले अँधेरा। 

Question 789: पण्डितजी का लड़का बुद्धू है। 
Options:
0) पण्डितजी का लड़का बुद्धिमान है। 
1) पण्डितजी का लड़का जैसे चिराग तले सवेरा। 

Question 790: वो अपने आस पास की हर बात सुनता है। 
Options:
0) वो हाथों से बहुत काम नहीं कर पाता है। 
1) उसके कान बहुत कच्चे हैं। 

Question 791: वो अपने आस पास की हर बात सुनता है। 
Options:
0) वो हाथों से बहुत काम नहीं कर पाता है। 
1) उसके हाथ बहुत कच्चे हैं। 

Question 792: संजू ने कुश्ती में इतनी जल्दी मान ली। 
Options:
0) संजू ने कुश्ती में इतनी जल्दी मारना शुरू कर दिया। 
1) संजू ने कुश्ती में इतनी जल्दी घुटने टेक दिए। 

Question 793: संजू ने कुश्ती में इतनी जल्दी मान ली। 
Options:
0) संजू ने कुश्ती में इतनी जल्दी मारना शुरू कर दिया। 
1) संजू ने कुश्ती में इतनी जल्दी मुक्के टेक दिए। 

Question 794: तुम बहुत कमजोर हो। 
Options:
0) तुम बहुत मजबूत हो। 
1) तुम मिटटी के घड़े से हो।
","780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,0
788,1
789,1
790,1
791,1
792,0
793,0
794,1"
"Instruction: For each of the below questions, only output the option index as the answer. Return the answers as a csv <Question No., Option Index>
Question 795: तुम बहुत कमजोर हो। 
Options:
0) तुम बहुत मजबूत हो। 
1) तुम स्टील के घड़े से हो।

Question 796: मरीज डॉक्टर से बहुत खुश था। 
Options:
0) मरीज डॉक्टर से बहुत नाखुश था। 
1) मरीज ने डॉक्टर को मिठाई दी। 

Question 797: मरीज डॉक्टर से बहुत खुश था। 
Options:
0) मरीज डॉक्टर से बहुत नाखुश था। 
1) मरीज ने डॉक्टर कोपिटाई दी। 

Question 798: कमरे में बहुत शोर है। 
Options:
0) कमरे में कोई शोर नहीं है। 
1) कमरे में स्टेडियम सी ख़ामशी थी। 

Question 799: कमरे में बहुत शोर है। 
Options:
0) कमरे में कोई शोर नहीं है। 
1) कमरे मेंलाइब्रेरी सी ख़ामशी थी। 

Question 800: वह बहुत सूंदर है। 
Options:
0) वह सूंदर नहीं है। 
1) वह गिलहरी की तरह सुंदर है।

Question 801: वह बहुत सूंदर है। 
Options:
0) वह सूंदर नहीं है। 
1) वह सुअर की तरह सुंदर है।

Question 802: राधा शाम से बहुत कम है।  
Options:
0) राधा शाम के बराबर है।  
1) राधा शाम के पैरों की धुल है। 

Question 803: राधा शाम से बहुत कम है।  
Options:
0) राधा शाम के बराबर है।  
1) राधा शाम के माथे की धुल है। 

Question 804: उसके खिलौने आसानी से मिल जायेंगे। 
Options:
0) उसके खिलौने आसानी से नहीं मिलेंगे। 
1) उसके खिलौने चिराग लेकर ढूँढो। 

Question 805: उसके खिलौने आसानी से मिल जायेंगे। 
Options:
0) उसके खिलौने आसानी से नहीं मिलेंगे। 
1) उसके खिलौने सूरज लेकर ढूँढो। 

Question 806: जज ने चोर को बहुत काम सजा सुनाई। 
Options:
0) जज ने चोर को बहुत ज्यादा सजा सुनाई। 
1) जज ने चोर को गिलास के पानी जितनी सजा सुनाई। 

Question 807: जज ने चोर को बहुत काम सजा सुनाई। 
Options:
0) जज ने चोर को बहुत ज्यादा सजा सुनाई। 
1) जज ने चोर को नदी के पानी जितनी सजा सुनाई। 

Question 808: उसके दिल में कोई दोष नहीं है। 
Options:
0) उसके दिल में पाप है। 
1) नीर सा साफ़ मन। 

Question 809: उसके दिल में कोई दोष नहीं है। 
Options:
0) उसके दिल में पाप है। 
1) कीचड सा साफ़ मन। 
","795,0
796,1
797,1
798,1
799,1
800,1
801,0
802,0
803,1
804,1
805,1
806,0
807,1
808,1
809,1"
"Instruction: For each of the below questions, only output the option index as the answer. Return the answers as a csv <Question No., Option Index>
Question 810: वह बहुत दानी है। 
Options:
0) वह दानी नहीं है। 
1) वह लक्मी सा उदार है। 

Question 811: वह बहुत दानी है। 
Options:
0) वह दानी नहीं है। 
1) वह भक्षी सा उदार है। 

Question 812: मोहित ने दुश्मन को ज्यादा मुश्किल में दाल दिया। 
Options:
0) मोहित ने दुश्मन को बहुत मुश्किल में दाल दिया। 
1) मोहित ने दुश्मन को दाल के चने चबवाये। 

Question 813: मोहित ने दुश्मन को ज्यादा मुश्किल में दाल दिया। 
Options:
0) मोहित ने दुश्मन को बहुत मुश्किल में दाल दिया। 
1) मोहित ने दुश्मन को लोहे के चने चबवाये। 

Question 814: काशी में शारीरिक बल था। 
Options:
0) काशी में मानसिक बल था। 
1) काशी भीम सा विशाल था। 

Question 815: काशी में शारीरिक बल था। 
Options:
0) काशी में मानसिक बल था। 
1) काशी नकुल सा विशाल था। 

Question 816: उसकी मुस्कान खतरनाक है। 
Options:
0) उसकी मुस्कान प्यारी है। 
1) उसकी मुस्कान शैतान सी है। 

Question 817: उसकी मुस्कान खतरनाक है। 
Options:
0) उसकी मुस्कान प्यारी है। 
1) उसकी मुस्कान जोकर सी है। 

Question 818: वह बहुत अच्छा खिलाड़ी है। 
Options:
0) वह खिलाड़ी नहीं है। 
1) कपिल देव की तरह महान खिलाड़ी। 

Question 819: वह बहुत अच्छा खिलाड़ी है। 
Options:
0) वह खिलाड़ी नहीं है। 
1) बंसाली की तरह महान खिलाड़ी। 

Question 820: वह अपनी बहन से बहुत प्यार करता है। 
Options:
0) वह अपनी बहन से बहुत नफरत करता है। 
1) उसकी बहन उसको अपने देश सी प्यारी है। 

Question 821: वह अपनी बहन से बहुत प्यार करता है। 
Options:
0) वह अपनी बहन से बहुत नफरत करता है। 
1) उसकी बहन उसको अपने दुश्मन सी प्यारी है। 

Question 822: उसके बस्ते में किताबें नहीं है। 
Options:
0) उसका बस्ता किताबें से भरा है। 
1) उसक बस्ता पलकों सा भारी है।

Question 823: उसके बस्ते में किताबें नहीं है। 
Options:
0) उसका बस्ता किताबें से भरा है। 
1) उसक बस्ता पत्थरों सा भारी है।

Question 824: उसने कैच नहीं पकड़ी। 
Options:
0) उसने बहुत बढ़िया कैच पकड़ी। 
1) उसने सूरदास सी कैच पकड़ी। 
","810,1
811,1
812,0
813,0
814,0
815,1
816,1
817,1
818,1
819,1
820,0
821,0
822,0
823,0
824,1"
"Instruction: For each of the below questions, only output the option index as the answer. Return the answers as a csv <Question No., Option Index>
Question 825: उसने कैच नहीं पकड़ी। 
Options:
0) उसने बहुत बढ़िया कैच पकड़ी। 
1) उसने चील सी कैच पकड़ी। 

Question 826: उसकी कलाकृति अध्भुत थी। 
Options:
0) उसकी कलाकृति बर्बाद थी। 
1) उसकी कलाकृति ऐसी थी जैसे मंदिर की मूर्ति। 

Question 827: उसकी कलाकृति अध्भुत थी। 
Options:
0) उसकी कलाकृति बर्बाद थी। 
1) उसकी कलाकृति ऐसी थी जैसे सड़के टूटी।  

Question 828: वह बहुत सुरीला गाती है। 
Options:
0) वह बहुत बेसुरा गाती है। 
1) वह सरस्वती सा गाती है। 

Question 829: वह बहुत सुरीला गाती है। 
Options:
0) वह बहुत बेसुरा गाती है। 
1) वह फटे ढोल सा गाती है। 

Question 830: उसकी तनख्वा बहुत अच्छी है। 
Options:
0) उसकी तनख्वा बहुत कम है। 
1) उसकी तनख्वा चांदी के चमच जितनी है। 

Question 831: उसकी तनख्वा बहुत अच्छी है। 
Options:
0) उसकी तनख्वा बहुत कम है। 
1) उसकी तनख्वा पीतल के चमच जितनी है। 

Question 832: उसकी दूकान बहुत छोटी है। 
Options:
0) उसकी दूकान बहुत बड़ी है। 
1) उसकी दूकान निक्केर सी लम्बी है। 

Question 833: उसकी दूकान बहुत छोटी है। 
Options:
0) उसकी दूकान बहुत बड़ी है। 
1) उसकी दूकान पैंट सी लम्बी है। 

Question 834: अश्वनी के लिए प्रतोयगता में जितना मुश्किल है। 
Options:
0) अश्वनी के लिए प्रतोयगता में जितना आसान है। 
1) अश्वनी के लिए प्रतोयगता में जितना खट्टे अंगूर की तरह है। 

Question 835: अश्वनी के लिए प्रतोयगता में जितना मुश्किल है। 
Options:
0) अश्वनी के लिए प्रतोयगता में जितनाआसान है। 
1) अश्वनी के लिए प्रतोयगता में जितना मीठे अमरुद की तरह है। 

Question 836: बिज़नेस यह दोनों चला लेंगे।  
Options:
0) बिज़नेस यह दोनों नहीं चला सकेंगे।  
1) बिज़नेस में इन दोनों का मेल शादी की तरह है। 

Question 837: बिज़नेस यह दोनों चला लेंगे।  
Options:
0) बिज़नेस यह दोनों नहीं चला सकेंगे।  
1) बिज़नेस में इन दोनों का मेल तलाक की तरह है। 

Question 838: जीवन में सुख और दुःख दोनों होते हैं। 
Options:
0) जीवन में सिर्फ सुख होते हैं। 
1) जीवन चूरन की तरह होता है।

Question 839: जीवन में सुख और दुःख दोनों होते हैं।
Options:
0) जीवन में सिर्फ सुख होते हैं।
1) जीवन चॉकलेट की तरह होता है। 
","825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,0
833,0
834,1
835,1
836,1
837,1
838,1
839,1"
"Instruction: For each of the below questions, only output the option index as the answer. Return the answers as a csv <Question No., Option Index>
Question 840: शिवाजी के खंजर बहुत मजबूत थे। 
Options:
0) शिवाजी के खंजर बहुत मजबूत नहीं थे। 
1) शिवाजी के खंजर लोहे के थे। 

Question 841: शिवाजी के खंजर बहुत मजबूत थे। 
Options:
0) शिवाजी के खंजर बहुत मजबूत नहीं थे। 
1) शिवाजी के खंजर लकड़ के थे। 

Question 842: यह ऑफिस साफ सुथरा है। 
Options:
0) यह ऑफिस साफ सुथरा नहीं है। 
1) यह ऑफिस घर के आंगन की तरह साफ़ है। 

Question 843: यह ऑफिस साफ सुथरा है। 
Options:
0) यह ऑफिस साफ सुथरा नहीं है। 
1) यह ऑफिस घर की परछती की तरह साफ़ है। 

Question 844: रमन हर हाल में साथ निभाता है। 
Options:
0) रमन मौका मिलते ही साथ छोड़ जाता है। 
1) रमन हनुमान सा भक्त है। 

Question 845: रमन हर हाल में साथ निभाता है। 
Options:
0) रमन मौका मिलते ही साथ छोड़ जाता है। 
1) रमन जयचंद सा भक्त है। 

Question 846: वह बहुत बड़ी थी। 
Options:
0) वह बहुत छोड़ी थी। 
1) वह व्हेल सी विशाल है। 

Question 847: वह बहुत बड़ी थी। 
Options:
0) वह बहुत छोड़ी थी। 
1) वह पिपीफॉस सी विशाल है। 

Question 848: पुलिस इंस्पेक्टर रिश्वतखोर था। 
Options:
0) पुलिस इंस्पेक्टर रिश्वतखोर नहीं था। 
1) पुलिस इंस्पेक्टर भेड़िये की तरह शरीफ थी।

Question 849: पुलिस इंस्पेक्टर रिश्वतखोर था।
Options:
0) पुलिस इंस्पेक्टर रिश्वतखोर नहीं था।
1) पुलिस इंस्पेक्टर गाय की तरह शरीफ थी। 

Question 850: छोटे बच्चे बहुत मासूम होते हैं। 
Options:
0) छोटे बच्चे बहुत शैतान होते हैं। 
1) छोटे बच्चे गुलाब की पत्तियों से कोमल होते हैं। 

Question 851: छोटे बच्चे बहुत मासूम होते हैं। 
Options:
0) छोटे बच्चे बहुत शैतान होते हैं। 
1) छोटे बच्चे गुलाब के काँटों से कोमल होते हैं। 

Question 852: बैंक में बिलकुल पैसा नहीं है। 
Options:
0) बैंक में बहुत कम पैसा है। 
1) बैंक मैं चुलु भर जितने पैसे नहीं है। 

Question 853: बैंक में बिलकुल पैसा नहीं है। 
Options:
0) बैंक में बहुत कम पैसा है। 
1) बैंक में कुँए जितना पैसा भी नहीं है। 

Question 854: रजनीश के घर में संगीत बहुत ऊँचा बजता है। 
Options:
0) रजनीश के घर में संगीत बहुत धीमे बजता है। 
1) रजनीश के घर में संगीत ऐसे बजता है जैसे डिस्कोथेक।
","840,1
841,0
842,0
843,0
844,1
845,0
846,1
847,1
848,1
849,0
850,1
851,0
852,0
853,0
854,1"
"Instruction: For each of the below questions, only output the option index as the answer. Return the answers as a csv <Question No., Option Index>
Question 855: रजनीश के घर में संगीत बहुत ऊँचा बजता है। 
Options:
0) रजनीश के घर में संगीत बहुत धीमे बजता है। 
1) रजनीश के घर में संगीत ऐसे बजता है जैसे शांतिस्तूपा।

Question 856: सरकार ने बहुत ज्यादा कर लगया है। 
Options:
0) सरकार ने बहुत थोड़ा कर लगया है। 
1) सरकार ने कर ऐसे लगाया जैसे अम्बानी का मकान। 

Question 857: सरकार ने बहुत ज्यादा कर लगया है। 
Options:
0) सरकार ने बहुत थोड़ा कर लगया है। 
1) सरकार ने कर ऐसे लगाया जैसे गरीब का मकान। 

Question 858: पेंटर ने बहुत बढ़िया रंग किया। 
Options:
0) पेंटर ने बहुत घटिया रंग किया। 
1) पेंटर ने पूरा घर महल सा चमका दिया। 

Question 859: पेंटर ने बहुत बढ़िया रंग किया। 
Options:
0) पेंटर ने बहुत घटिया रंग किया। 
1) पेंटर ने पूरा घर झोंपड़ी सा चमका दिया। 

Question 860: रेहान ने शान से सारा शहर घुमा। 
Options:
0) रेहान ने बड़ी मुश्किल से सारा शहर घुमा। 
1) रेहान ने टैक्सी में सारा शहर घुमा। 

Question 861: रेहान ने शान से सारा शहर घुमा। 
Options:
0) रेहान ने बड़ी मुश्किल से सारा शहर घुमा। 
1) रेहान ने पैदल सारा शहर घुमा। 

Question 862: माँ को गुस्सा नहीं आता है। 
Options:
0) माँ को गुस्सा बहुत जल्दी ठंडा हो जाता है।  
1) माँ का गुस्सा ठंडी छाछ सा होता है। 

Question 863: माँ को गुस्सा नहीं आता है। 
Options:
0) माँ को गुस्सा बहुत जल्दी ठंडा हो जाता है।  
1) माँ का गुस्सा गर्म दूध सा होता है। 

Question 864: वह खेल में बहुत तेज है। 
Options:
0) वह खेल में बहुत धीरे है। 
1) वह बच्चे की तरह खेलता है। 

Question 865: वह खेल में बहुत तेज है। 
Options:
0) वह खेल में बहुत धीरे है। 
1) वह बूढ़े की तरह खेलता है। 

Question 866: ट्रक का हॉर्न बहुत घटिया आवाज निकाल रहा है। 
Options:
0) ट्रक का हॉर्न बहुत बढ़िया आवाज निकाल रहा है। 
1) ट्रक का हॉर्न फटे बाँस सा बज रहा है। 

Question 867: ट्रक का हॉर्न बहुत घटिया आवाज निकाल रहा है। 
Options:
0) ट्रक का हॉर्न बहुत बढ़िया आवाज निकाल रहा है। 
1) ट्रक का हॉर्न रेडियो सा बज रहा है। 

Question 868: बहुत प्यार है मेरा दोस्त। 
Options:
0) कड़क मगर दिल से प्यारा है मेरा दोस्त। 
1) पिता के प्यार सा मीठा है मेरा दोस्त। 

Question 869: बहुत प्यार है मेरा दोस्त। 
Options:
0) कड़क मगर दिल से प्यारा है मेरा दोस्त। 
1) भईया के प्यार सा मीठा है मेरा दोस्त। 
","855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,0
863,0
864,1
865,1
866,0
867,1
868,0
869,1"
"Instruction: For each of the below questions, only output the option index as the answer. Return the answers as a csv <Question No., Option Index>
Question 870: आज का दिन बिना किसी काम के निकला। 
Options:
0) आज का दिन बहुत व्यस्त निकला। 
1) आज का दिन रविवार की तरह निकला।  

Question 871: आज का दिन बिना किसी काम के निकला। 
Options:
0) आज का दिन बहुत व्यस्त निकला। 
1) आज का दिन सोमवार की तरह निकला।  

Question 872: तुम बहुत धीरे धीरे बोल रहे हो। 
Options:
0) तुम बहुत तेज तेज बोल रहे हो। 
1) तुम ट्रैन के सफर सी बाते कर रहे हो। 

Question 873: तुम बहुत धीरे धीरे बोल रहे हो। 
Options:
0) तुम बहुत तेज तेज बोल रहे हो। 
1) तुम हवाईजहाज के सफर सी बाते कर रहे हो। 

Question 874: उसका सर दर्द से फट रहा था। 
Options:
0) उसको मधुर संगीत सुनाई दे रहा था। 
1) उसका कान में ढोल की आवाज बज रहा थी। 

Question 875: उसका सर दर्द से फट रहा था। 
Options:
0) उसको मधुर संगीत सुनाई दे रहा था। 
1) उसका कान में विणा की आवाज बज रही थी। 

Question 876: कमला थक कर सो गई। 
Options:
0) कमला सतर्क हो बैठी थी। 
1) कमला ऑफिस में घोड़े बेचने की तरह सो गई। 

Question 877: कमला थक कर सो गई। 
Options:
0) कमला सतर्क हो बैठी थी। 
1) कमला ऑफिस में सोने पे साँप की तरह सो गई। 

Question 878: कशी का दिमाग चलना बंद हो गया। 
Options:
0) कशी का दिमाग चलना शुरू हो गया। 
1) काशी के सर पर सींग उग गए। 

Question 879: कशी का दिमाग चलना बंद हो गया। 
Options:
0) कशी का दिमाग चलना शुरू हो गया। 
1) काशी के सर पर सेब उग गए। 

Question 880: अजय घर में कोई काम नहीं करता था। 
Options:
0) अजय घर में अपना काम खुद करता था। 
1) अजय सोफे सा घर में फ़ैल गया। 

Question 881: अजय घर में कोई काम नहीं करता था। 
Options:
0) अजय घर में अपना काम खुद करता था। 
1) अजय कुर्सी सा घर में फ़ैल गया। 

Question 882: उसने संगीत सीखने के लिए बहुत महनत की है। 
Options:
0) उसने संगीत सीखने के लिए इतनी महनत नहीं की है। 
1) संगीत सीखने के लिए उसने लोहे के चने चबाये। 

Question 883: उसने संगीत सीखने के लिए बहुत महनत की है। 
Options:
0) उसने संगीत सीखने के लिए इतनी महनत नहीं की है। 
1) संगीत सीखने के लिए उसने घोड़े के चने चबाये। 

Question 884: पुल आसानी से टूट गया। 
Options:
0) पुलबड़ी मुश्किल से थोड़ा टुटा। 
1) पुल ऐसे गिरा जैसे ताश के पत्ते। 
","870,1
871,1
872,0
873,0
874,0
875,1
876,0
877,1
878,0
879,0
880,0
881,1
882,0
883,1
884,1"
