ending1,ending2,startphrase,labels,instruction_column
Urip nang kutho gedhe iku kaya urip ning panggon sing nyaman,Urip nang kutho gedhe iku kaya urip ning panggon sing sumpek,Urip nang kutho gedhe iku kaya urip nang suarga,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Urip nang kutho gedhe iku kaya urip nang suarga, Options: 0) Urip nang kutho gedhe iku kaya urip ning panggon sing nyaman 1) Urip nang kutho gedhe iku kaya urip ning panggon sing sumpek"
Urip nang kutho gedhe iku kaya urip ning panggon sing nyaman,Urip nang kutho gedhe iku kaya urip ning panggon sing sumpek,Urip nang kutho gedhe iku kaya urip nang neraka,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Urip nang kutho gedhe iku kaya urip nang neraka, Options: 0) Urip nang kutho gedhe iku kaya urip ning panggon sing nyaman 1) Urip nang kutho gedhe iku kaya urip ning panggon sing sumpek"
"Wes suwi ngerantau, wong iku tambah rendah hati","Wes suwi ngerantau, wong iku tambah besar kepala","Wis suwi ngerantau, rasane wong iku tambah andhap asor",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wis suwi ngerantau, rasane wong iku tambah andhap asor, Options: 0) Wes suwi ngerantau, wong iku tambah rendah hati 1) Wes suwi ngerantau, wong iku tambah besar kepala"
"Wes suwi ngerantau, wong iku tambah rendah hati","Wes suwi ngerantau, wong iku tambah besar kepala","Wis suwi ngerantau, rasane wong iku tambah gumedhe",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wis suwi ngerantau, rasane wong iku tambah gumedhe, Options: 0) Wes suwi ngerantau, wong iku tambah rendah hati 1) Wes suwi ngerantau, wong iku tambah besar kepala"
Mahasiswa iku nduweni julukan wong sing bodho,Mahasiswa iku nduweni julukan wong sing pinter,Mahasiswa iku nduweni julukan otak udang,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mahasiswa iku nduweni julukan otak udang, Options: 0) Mahasiswa iku nduweni julukan wong sing bodho 1) Mahasiswa iku nduweni julukan wong sing pinter"
Mahasiswa iku nduweni julukan wong sing bodho,Mahasiswa iku nduweni julukan wong sing pinter,Mahasiswa iku nduweni julukan otak encer,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mahasiswa iku nduweni julukan otak encer, Options: 0) Mahasiswa iku nduweni julukan wong sing bodho 1) Mahasiswa iku nduweni julukan wong sing pinter"
Omah iku apik banget,Omah iku elek banget,Omah iku kaya istana,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Omah iku kaya istana, Options: 0) Omah iku apik banget 1) Omah iku elek banget"
Omah iku apik banget,Omah iku elek banget,Omah iku kaya gedheg,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Omah iku kaya gedheg, Options: 0) Omah iku apik banget 1) Omah iku elek banget"
"Wes ngerti entuk biji elek, Abdi tetep sombong","Wes ngerti entuk biji elek, Abdi tetep rendah diri","Wis ngerti entuk biji elek, Abdi tetep gedhe ati",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wis ngerti entuk biji elek, Abdi tetep gedhe ati, Options: 0) Wes ngerti entuk biji elek, Abdi tetep sombong 1) Wes ngerti entuk biji elek, Abdi tetep rendah diri"
"Wes ngerti entuk biji elek, Abdi tetep sombong","Wes ngerti entuk biji elek, Abdi tetep rendah diri","Wis ngerti entuk biji elek, Abdi tetep cilik ati",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wis ngerti entuk biji elek, Abdi tetep cilik ati, Options: 0) Wes ngerti entuk biji elek, Abdi tetep sombong 1) Wes ngerti entuk biji elek, Abdi tetep rendah diri"
Awan iku bentukane kaya resik banget,Awan iku bentukane kaya reged banget,Awan iku bentukane kaya wedhus gembel,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Awan iku bentukane kaya wedhus gembel, Options: 0) Awan iku bentukane kaya resik banget 1) Awan iku bentukane kaya reged banget"
Awan iku bentukane kaya resik banget,Awan iku bentukane kaya reged banget,Awan iku bentukane kaya wedhus putih,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Awan iku bentukane kaya wedhus putih, Options: 0) Awan iku bentukane kaya resik banget 1) Awan iku bentukane kaya reged banget"
Persidangan nang film kuwi rasane kaya ora adil,Persidangan nang film kuwi rasane kaya adil,Persidangan nang film kuwi rasane kaya gedhe sisih,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Persidangan nang film kuwi rasane kaya gedhe sisih, Options: 0) Persidangan nang film kuwi rasane kaya ora adil 1) Persidangan nang film kuwi rasane kaya adil"
Persidangan nang film kuwi rasane kaya ora adil,Persidangan nang film kuwi rasane kaya adil,Persidangan nang film kuwi rasane kaya gedhe padha,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Persidangan nang film kuwi rasane kaya gedhe padha, Options: 0) Persidangan nang film kuwi rasane kaya ora adil 1) Persidangan nang film kuwi rasane kaya adil"
Wong iku mangane kaya wong luwe,Wong iku mangane kaya wong wareg,Wong iku mangane kaya durung mangan 3 dino,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wong iku mangane kaya durung mangan 3 dino, Options: 0) Wong iku mangane kaya wong luwe 1) Wong iku mangane kaya wong wareg"
Wong iku mangane kaya wong luwe,Wong iku mangane kaya wong wareg,Wong iku mangane kaya wong wis wareg,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wong iku mangane kaya wong wis wareg, Options: 0) Wong iku mangane kaya wong luwe 1) Wong iku mangane kaya wong wareg"
Aldo yen nggarap tugas cepet banget,Aldo yen nggarap tugas lambat banget,Aldo yen nggarap tugas kaya mesin,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Aldo yen nggarap tugas kaya mesin, Options: 0) Aldo yen nggarap tugas cepet banget 1) Aldo yen nggarap tugas lambat banget"
Aldo yen nggarap tugas cepet banget,Aldo yen nggarap tugas lambat banget,Aldo yen nggarap tugas kaya siput,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Aldo yen nggarap tugas kaya siput, Options: 0) Aldo yen nggarap tugas cepet banget 1) Aldo yen nggarap tugas lambat banget"
Prajurit nang film iku ngelakoni perang wani banget,Prajurit nang film iku ngelakoni perang wedi banget,Prajurit nang film iku ngelakoni perang wis kaya singa,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Prajurit nang film iku ngelakoni perang wis kaya singa, Options: 0) Prajurit nang film iku ngelakoni perang wani banget 1) Prajurit nang film iku ngelakoni perang wedi banget"
Prajurit nang film iku ngelakoni perang wani banget,Prajurit nang film iku ngelakoni perang wedi banget,Prajurit nang film iku ngelakoni perang wis kaya kura,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Prajurit nang film iku ngelakoni perang wis kaya kura, Options: 0) Prajurit nang film iku ngelakoni perang wani banget 1) Prajurit nang film iku ngelakoni perang wedi banget"
"Wis suwi kerja nang negara liya, wong iku nduweni watak keras banget","Wis suwi kerja nang negara liya, wong iku nduweni watak lembek","Wis suwi kerja nang negara liya, wong iku nduweni watak kaya watu",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wis suwi kerja nang negara liya, wong iku nduweni watak kaya watu, Options: 0) Wis suwi kerja nang negara liya, wong iku nduweni watak keras banget 1) Wis suwi kerja nang negara liya, wong iku nduweni watak lembek"
"Wis suwi kerja nang negara liya, wong iku nduweni watak keras banget","Wis suwi kerja nang negara liya, wong iku nduweni watak lembek","Wis suwi kerja nang negara liya, wong iku nduweni watak kaya tahu",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wis suwi kerja nang negara liya, wong iku nduweni watak kaya tahu, Options: 0) Wis suwi kerja nang negara liya, wong iku nduweni watak keras banget 1) Wis suwi kerja nang negara liya, wong iku nduweni watak lembek"
"Didelok saka kelakuane, anake Pak Budi iku lemah lembut","Didelok saka kelakuane, anake Pak Budi iku kasar","Didelok saka kelakuane, anake Pak Budi iku kaya putri solo",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Didelok saka kelakuane, anake Pak Budi iku kaya putri solo, Options: 0) Didelok saka kelakuane, anake Pak Budi iku lemah lembut 1) Didelok saka kelakuane, anake Pak Budi iku kasar"
"Didelok saka kelakuane, anake Pak Budi iku lemah lembut","Didelok saka kelakuane, anake Pak Budi iku kasar","Didelok saka kelakuane, anake Pak Budi iku kaya preman",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Didelok saka kelakuane, anake Pak Budi iku kaya preman, Options: 0) Didelok saka kelakuane, anake Pak Budi iku lemah lembut 1) Didelok saka kelakuane, anake Pak Budi iku kasar"
Pernikahane pasangan iku kaya akur banget,Pernikahane pasangan iku kaya ora akur,Pernikahane pasangan iku kaya Romeo lan Juliet,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Pernikahane pasangan iku kaya Romeo lan Juliet, Options: 0) Pernikahane pasangan iku kaya akur banget 1) Pernikahane pasangan iku kaya ora akur"
Pernikahane pasangan iku kaya akur banget,Pernikahane pasangan iku kaya ora akur,Pernikahane pasangan iku kaya asu lan kucing,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Pernikahane pasangan iku kaya asu lan kucing, Options: 0) Pernikahane pasangan iku kaya akur banget 1) Pernikahane pasangan iku kaya ora akur"
Pak Sutrisno iku tansaya dhuwur pendidikane tambah rendah hati seperti padi,Pak Sutrisno iku tansaya dhuwur pendidikane tambah sombong seperti tong kosong,Pak Sutrisno iku tansaya dhuwur pendidikane tambah kaya pari,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Pak Sutrisno iku tansaya dhuwur pendidikane tambah kaya pari, Options: 0) Pak Sutrisno iku tansaya dhuwur pendidikane tambah rendah hati seperti padi 1) Pak Sutrisno iku tansaya dhuwur pendidikane tambah sombong seperti tong kosong"
Pak Sutrisno iku tansaya dhuwur pendidikane tambah rendah hati seperti padi,Pak Sutrisno iku tansaya dhuwur pendidikane tambah sombong seperti tong kosong,Pak Sutrisno iku tansaya dhuwur pendidikane tambah kaya tong kosong,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Pak Sutrisno iku tansaya dhuwur pendidikane tambah kaya tong kosong, Options: 0) Pak Sutrisno iku tansaya dhuwur pendidikane tambah rendah hati seperti padi 1) Pak Sutrisno iku tansaya dhuwur pendidikane tambah sombong seperti tong kosong"
Adhiku yen ngomong kaya kasar banget,Adhiku yen ngomong kaya lemah lembut,Adhiku yen ngomong kaya Werkudara,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Adhiku yen ngomong kaya Werkudara, Options: 0) Adhiku yen ngomong kaya kasar banget 1) Adhiku yen ngomong kaya lemah lembut"
Adhiku yen ngomong kaya kasar banget,Adhiku yen ngomong kaya lemah lembut,Adhiku yen ngomong kaya Puntadewa,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Adhiku yen ngomong kaya Puntadewa, Options: 0) Adhiku yen ngomong kaya kasar banget 1) Adhiku yen ngomong kaya lemah lembut"
Kesabarane ibu nang anak-anake jembar banget,Kesabarane ibu nang anak-anake sempit banget,Kesabarane ibu nang anak-anake kaya samudra,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kesabarane ibu nang anak-anake kaya samudra, Options: 0) Kesabarane ibu nang anak-anake jembar banget 1) Kesabarane ibu nang anak-anake sempit banget"
Kesabarane ibu nang anak-anake jembar banget,Kesabarane ibu nang anak-anake sempit banget,Kesabarane ibu nang anak-anake kaya godhong kelor,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kesabarane ibu nang anak-anake kaya godhong kelor, Options: 0) Kesabarane ibu nang anak-anake jembar banget 1) Kesabarane ibu nang anak-anake sempit banget"
"Yen lara, awake dewe wis kaya panas banget","Yen lara, awake dewe wis kaya adem banget","Yen lara, awake dewe wis kaya inti bumi",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Yen lara, awake dewe wis kaya inti bumi, Options: 0) Yen lara, awake dewe wis kaya panas banget 1) Yen lara, awake dewe wis kaya adem banget"
"Yen lara, awake dewe wis kaya panas banget","Yen lara, awake dewe wis kaya adem banget","Yen lara, awake dewe wis kaya kutub",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Yen lara, awake dewe wis kaya kutub, Options: 0) Yen lara, awake dewe wis kaya panas banget 1) Yen lara, awake dewe wis kaya adem banget"
Wajahe mbak e iku cerah,Wajahe mbak e iku murung,Wajahe mbak e iku kaya srengenge,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wajahe mbak e iku kaya srengenge, Options: 0) Wajahe mbak e iku cerah 1) Wajahe mbak e iku murung"
Wajahe mbak e iku cerah,Wajahe mbak e iku murung,Wajahe mbak e iku kaya mendung,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wajahe mbak e iku kaya mendung, Options: 0) Wajahe mbak e iku cerah 1) Wajahe mbak e iku murung"
Kulite cah kuwi putih,Kulite cah kuwi ireng,Kulite cah kuwi kaya salju,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kulite cah kuwi kaya salju, Options: 0) Kulite cah kuwi putih 1) Kulite cah kuwi ireng"
Kulite cah kuwi putih,Kulite cah kuwi ireng,Kulite cah kuwi kaya areng,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kulite cah kuwi kaya areng, Options: 0) Kulite cah kuwi putih 1) Kulite cah kuwi ireng"
Lapangan iku bentukane kaya ombo banget,Lapangan iku bentukane kaya sempit,Lapangan iku bentukane kaya segara,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lapangan iku bentukane kaya segara, Options: 0) Lapangan iku bentukane kaya ombo banget 1) Lapangan iku bentukane kaya sempit"
Lapangan iku bentukane kaya ombo banget,Lapangan iku bentukane kaya sempit,Lapangan iku bentukane kaya kolam,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lapangan iku bentukane kaya kolam, Options: 0) Lapangan iku bentukane kaya ombo banget 1) Lapangan iku bentukane kaya sempit"
Mlayune wis kaya cepet banget,Mlayune wis kaya alon banget,Mlayune wis kaya kancil,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mlayune wis kaya kancil, Options: 0) Mlayune wis kaya cepet banget 1) Mlayune wis kaya alon banget"
Mlayune wis kaya cepet banget,Mlayune wis kaya alon banget,Mlayune wis kaya kura,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mlayune wis kaya kura, Options: 0) Mlayune wis kaya cepet banget 1) Mlayune wis kaya alon banget"
Saben lebaran omah iki rame banget,Saben lebaran omah iki sepi banget,Saben lebaran omah iki kaya pasar,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Saben lebaran omah iki kaya pasar, Options: 0) Saben lebaran omah iki rame banget 1) Saben lebaran omah iki sepi banget"
Saben lebaran omah iki rame banget,Saben lebaran omah iki sepi banget,Saben lebaran omah iki kaya kuburan,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Saben lebaran omah iki kaya kuburan, Options: 0) Saben lebaran omah iki rame banget 1) Saben lebaran omah iki sepi banget"
Bangunan iki rasane kaya pohon beringin,Bangunan iki rasane kaya pohon ketela,Bangunan iki rasane kaya wit ringin,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bangunan iki rasane kaya wit ringin, Options: 0) Bangunan iki rasane kaya pohon beringin 1) Bangunan iki rasane kaya pohon ketela"
Bangunan iki rasane kaya pohon beringin,Bangunan iki rasane kaya pohon ketela,Bangunan iki rasane kaya wit tela,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Bangunan iki rasane kaya wit tela, Options: 0) Bangunan iki rasane kaya pohon beringin 1) Bangunan iki rasane kaya pohon ketela"
Simbah suarane merdu kaya udah,Simbah suarane gembredek kaya gluduk,Simbah suarane kaya udan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Simbah suarane kaya udan, Options: 0) Simbah suarane merdu kaya udah 1) Simbah suarane gembredek kaya gluduk"
Simbah suarane merdu kaya udah,Simbah suarane gembredek kaya gluduk,Simbah suarane kaya gluduk,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Simbah suarane kaya gluduk, Options: 0) Simbah suarane merdu kaya udah 1) Simbah suarane gembredek kaya gluduk"
"Cah iku yen dikandhani angel banget, keras kepala",Cah iku yen dikandhani manut,Cah iku yen dikandhani kaya watu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Cah iku yen dikandhani kaya watu, Options: 0) Cah iku yen dikandhani angel banget, keras kepala 1) Cah iku yen dikandhani manut"
"Cah iku yen dikandhani angel banget, keras kepala",Cah iku yen dikandhani manut,Cah iku yen dikandhani kaya banyu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Cah iku yen dikandhani kaya banyu, Options: 0) Cah iku yen dikandhani angel banget, keras kepala 1) Cah iku yen dikandhani manut"
"Panganan iki rasane kaya bintang lima, tapi regane larange banget","Panganan iki rasane kaya bintang lima, tapi regane murah banget","Panganan iki rasane kaya bintang lima, nanging regane bintang lima",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Panganan iki rasane kaya bintang lima, nanging regane bintang lima, Options: 0) Panganan iki rasane kaya bintang lima, tapi regane larange banget 1) Panganan iki rasane kaya bintang lima, tapi regane murah banget"
"Panganan iki rasane kaya bintang lima, tapi regane larange banget","Panganan iki rasane kaya bintang lima, tapi regane murah banget","Panganan iki rasane kaya bintang lima, nanging regane kaki lima",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Panganan iki rasane kaya bintang lima, nanging regane kaki lima, Options: 0) Panganan iki rasane kaya bintang lima, tapi regane larange banget 1) Panganan iki rasane kaya bintang lima, tapi regane murah banget"
"Nardi iki piye carane sikatan, untune wis kaya kuning banget","Nardi iki piye carane sikatan, untune wis kaya putih banget","Nardi iki piye carane sikatan, untune wis kaya emas 24 karat",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nardi iki piye carane sikatan, untune wis kaya emas 24 karat, Options: 0) Nardi iki piye carane sikatan, untune wis kaya kuning banget 1) Nardi iki piye carane sikatan, untune wis kaya putih banget"
"Nardi iki piye carane sikatan, untune wis kaya kuning banget","Nardi iki piye carane sikatan, untune wis kaya putih banget","Nardi iki piye carane sikatan, untune wis kaya gamping",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nardi iki piye carane sikatan, untune wis kaya gamping, Options: 0) Nardi iki piye carane sikatan, untune wis kaya kuning banget 1) Nardi iki piye carane sikatan, untune wis kaya putih banget"
Pak Danu yen kena masalah berubah dadi beringas kaya singa,Pak Danu yen kena masalah berubah dadi kalem kaya kucing,Pak Danu yen kena masalah berubah dadi singa,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Pak Danu yen kena masalah berubah dadi singa, Options: 0) Pak Danu yen kena masalah berubah dadi beringas kaya singa 1) Pak Danu yen kena masalah berubah dadi kalem kaya kucing"
Pak Danu yen kena masalah berubah dadi beringas kaya singa,Pak Danu yen kena masalah berubah dadi kalem kaya kucing,Pak Danu yen kena masalah berubah dadi kucing,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Pak Danu yen kena masalah berubah dadi kucing, Options: 0) Pak Danu yen kena masalah berubah dadi beringas kaya singa 1) Pak Danu yen kena masalah berubah dadi kalem kaya kucing"
Mbak e nduweni awak dhuwur langsing,Mbak e nduweni awak pendek lemu,Mbak e nduweni awak kaya gitar spanyol,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mbak e nduweni awak kaya gitar spanyol, Options: 0) Mbak e nduweni awak dhuwur langsing 1) Mbak e nduweni awak pendek lemu"
Mbak e nduweni awak dhuwur langsing,Mbak e nduweni awak pendek lemu,Mbak e nduweni awak kaya guci,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mbak e nduweni awak kaya guci, Options: 0) Mbak e nduweni awak dhuwur langsing 1) Mbak e nduweni awak pendek lemu"
"Wis dididik, diajari sampe sukses, bocah kuwi kaya lali asal muasale","Wis dididik, diajari sampe sukses, bocah kuwi kaya iling asale","Wis dididik, diajari sampe sukses, bocah kuwi kaya kacang",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wis dididik, diajari sampe sukses, bocah kuwi kaya kacang, Options: 0) Wis dididik, diajari sampe sukses, bocah kuwi kaya lali asal muasale 1) Wis dididik, diajari sampe sukses, bocah kuwi kaya iling asale"
"Wis dididik, diajari sampe sukses, bocah kuwi kaya lali asal muasale","Wis dididik, diajari sampe sukses, bocah kuwi kaya iling asale","Wis dididik, diajari sampe sukses, bocah kuwi kaya penyu",1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wis dididik, diajari sampe sukses, bocah kuwi kaya penyu, Options: 0) Wis dididik, diajari sampe sukses, bocah kuwi kaya lali asal muasale 1) Wis dididik, diajari sampe sukses, bocah kuwi kaya iling asale"
